"lat","lon","n2o","clay","silt","sand","bd","soc","noc","ph","croptype","Pwin_before","Pspr_before","Psum_before","Paut_before","Pwin","Pspr","Psum","Paut","Twin_before","Tspr_before","Tsum_before","Taut_before","Twin","Tspr","Tsum","Taut","ferttype","fertN","NO3","NH4"
52.23,10.45,1.7606816861659,20,69,11,9999,9999,9999,9999,2,115.199997,187,182,165.5,160.699997,200.300003,199.600006,211.5,-4.976667,6.97,18.366667,9.583333,-2.203333,6.12,16.936666,8.093333,222,45,11.25,11.25
52.23,10.45,1.18321595661992,20,69,11,9999,9999,9999,9999,2,229.800003,176.600006,168,147.800003,216.899994,247.100006,176.699997,182.600006,0.353333,9.516667,16.286667,6.896667,1.95,8.216667,19.333332,9.646667,222,90,22.5,22.5
52.23,10.45,1.54919333848297,20,69,11,9999,9999,9999,9999,2,216.899994,247.100006,176.699997,182.600006,115.199997,187,182,165.5,1.95,8.216667,19.333332,9.646667,-4.976667,6.97,18.366667,9.583333,222,170,42.5,42.5
52.23,10.45,1.92353840616713,20,69,11,9999,9999,9999,9999,2,115.199997,187,182,165.5,160.699997,200.300003,199.600006,211.5,-4.976667,6.97,18.366667,9.583333,-2.203333,6.12,16.936666,8.093333,222,146,36.5,36.5
52.23,10.45,1.04880884817015,20,69,11,9999,9999,9999,9999,2,229.800003,176.600006,168,147.800003,216.899994,247.100006,176.699997,182.600006,0.353333,9.516667,16.286667,6.896667,1.95,8.216667,19.333332,9.646667,222,105,26.25,26.25
52.23,10.45,1.41421356237310,20,69,11,9999,9999,9999,9999,2,216.899994,247.100006,176.699997,182.600006,115.199997,187,182,165.5,1.95,8.216667,19.333332,9.646667,-4.976667,6.97,18.366667,9.583333,222,91,22.75,22.75
52.23,10.45,1.6431676725155,20,69,11,9999,9999,9999,9999,2,115.199997,187,182,165.5,160.699997,200.300003,199.600006,211.5,-4.976667,6.97,18.366667,9.583333,-2.203333,6.12,16.936666,8.093333,222,65,16.25,16.25
52.23,10.45,1.18321595661992,20,69,11,9999,9999,9999,9999,2,229.800003,176.600006,168,147.800003,216.899994,247.100006,176.699997,182.600006,0.353333,9.516667,16.286667,6.896667,1.95,8.216667,19.333332,9.646667,222,210,52.5,52.5
52.23,10.45,1.61245154965971,20,69,11,9999,9999,9999,9999,2,216.899994,247.100006,176.699997,182.600006,115.199997,187,182,165.5,1.95,8.216667,19.333332,9.646667,-4.976667,6.97,18.366667,9.583333,222,183,45.75,45.75
52.23,10.45,1.87082869338697,20,69,11,9999,9999,9999,9999,2,115.199997,187,182,165.5,160.699997,200.300003,199.600006,211.5,-4.976667,6.97,18.366667,9.583333,-2.203333,6.12,16.936666,8.093333,222,130,32.5,32.5
52.23,10.45,1.04880884817015,20,69,11,9999,9999,9999,9999,2,229.800003,176.600006,168,147.800003,216.899994,247.100006,176.699997,182.600006,0.353333,9.516667,16.286667,6.896667,1.95,8.216667,19.333332,9.646667,99,0,0,0
52.23,10.45,1.04880884817015,20,69,11,9999,9999,9999,9999,2,229.800003,176.600006,168,147.800003,216.899994,247.100006,176.699997,182.600006,0.353333,9.516667,16.286667,6.896667,1.95,8.216667,19.333332,9.646667,99,0,0,0
52.23,10.45,1.22474487139159,20,69,11,9999,9999,9999,9999,1,229.800003,176.600006,168,147.800003,216.899994,247.100006,176.699997,182.600006,0.353333,9.516667,16.286667,6.896667,1.95,8.216667,19.333332,9.646667,99,0,0,0
52.23,10.45,1.51657508881031,20,69,11,9999,9999,9999,9999,2,216.899994,247.100006,176.699997,182.600006,115.199997,187,182,165.5,1.95,8.216667,19.333332,9.646667,-4.976667,6.97,18.366667,9.583333,99,0,0,0
52.23,10.45,1.70293863659264,20,69,11,9999,9999,9999,9999,2,115.199997,187,182,165.5,160.699997,200.300003,199.600006,211.5,-4.976667,6.97,18.366667,9.583333,-2.203333,6.12,16.936666,8.093333,99,0,0,0
52.23,10.45,1.7606816861659,20,69,11,9999,9999,9999,9999,2,115.199997,187,182,165.5,160.699997,200.300003,199.600006,211.5,-4.976667,6.97,18.366667,9.583333,-2.203333,6.12,16.936666,8.093333,99,0,0,0
52.23,10.45,1,20,69,11,9999,9999,9999,9999,3,229.800003,176.600006,168,147.800003,216.899994,247.100006,176.699997,182.600006,0.353333,9.516667,16.286667,6.896667,1.95,8.216667,19.333332,9.646667,99,0,0,0
52.23,10.45,1.37840487520902,20,69,11,9999,9999,9999,9999,1,229.800003,176.600006,168,147.800003,216.899994,247.100006,176.699997,182.600006,0.353333,9.516667,16.286667,6.896667,1.95,8.216667,19.333332,9.646667,222,70,17.5,17.5
52.23,10.45,1.51657508881031,20,69,11,9999,9999,9999,9999,1,216.899994,247.100006,176.699997,182.600006,115.199997,187,182,165.5,1.95,8.216667,19.333332,9.646667,-4.976667,6.97,18.366667,9.583333,222,55,13.75,13.75
52.23,10.45,1.73205080756888,20,69,11,9999,9999,9999,9999,1,115.199997,187,182,165.5,160.699997,200.300003,199.600006,211.5,-4.976667,6.97,18.366667,9.583333,-2.203333,6.12,16.936666,8.093333,222,35,8.75,8.75
52.23,10.45,1.44913767461894,20,69,11,9999,9999,9999,9999,1,229.800003,176.600006,168,147.800003,216.899994,247.100006,176.699997,182.600006,0.353333,9.516667,16.286667,6.896667,1.95,8.216667,19.333332,9.646667,222,140,35,35
52.23,10.45,1.70293863659264,20,69,11,9999,9999,9999,9999,1,115.199997,187,182,165.5,160.699997,200.300003,199.600006,211.5,-4.976667,6.97,18.366667,9.583333,-2.203333,6.12,16.936666,8.093333,222,70,17.5,17.5
52.23,10.45,1.87082869338697,20,69,11,9999,9999,9999,9999,1,216.899994,247.100006,176.699997,182.600006,115.199997,187,182,165.5,1.95,8.216667,19.333332,9.646667,-4.976667,6.97,18.366667,9.583333,222,140,35,35
52.23,10.45,1.22474487139159,20,69,11,9999,9999,9999,9999,2,216.899994,247.100006,176.699997,182.600006,115.199997,187,182,165.5,1.95,8.216667,19.333332,9.646667,-4.976667,6.97,18.366667,9.583333,99,0,0,0
52.23,10.45,1.58113883008419,20,69,11,9999,9999,9999,9999,3,216.899994,247.100006,176.699997,182.600006,115.199997,187,182,165.5,1.95,8.216667,19.333332,9.646667,-4.976667,6.97,18.366667,9.583333,99,0,0,0
52.23,10.45,1.61245154965971,20,69,11,9999,9999,9999,9999,1,115.199997,187,182,165.5,160.699997,200.300003,199.600006,211.5,-4.976667,6.97,18.366667,9.583333,-2.203333,6.12,16.936666,8.093333,99,0,0,0
52.23,10.45,2,20,69,11,9999,9999,9999,9999,3,115.199997,187,182,165.5,160.699997,200.300003,199.600006,211.5,-4.976667,6.97,18.366667,9.583333,-2.203333,6.12,16.936666,8.093333,222,172,43,43
52.23,10.45,1.14017542509914,20,69,11,9999,9999,9999,9999,3,229.800003,176.600006,168,147.800003,216.899994,247.100006,176.699997,182.600006,0.353333,9.516667,16.286667,6.896667,1.95,8.216667,19.333332,9.646667,222,45,11.25,11.25
52.23,10.45,1.22474487139159,20,69,11,9999,9999,9999,9999,3,216.899994,247.100006,176.699997,182.600006,115.199997,187,182,165.5,1.95,8.216667,19.333332,9.646667,-4.976667,6.97,18.366667,9.583333,222,85,21.25,21.25
52.23,10.45,1.67332005306815,20,69,11,9999,9999,9999,9999,3,115.199997,187,182,165.5,160.699997,200.300003,199.600006,211.5,-4.976667,6.97,18.366667,9.583333,-2.203333,6.12,16.936666,8.093333,222,86,21.5,21.5
52.23,10.45,1.18321595661992,20,69,11,9999,9999,9999,9999,3,229.800003,176.600006,168,147.800003,216.899994,247.100006,176.699997,182.600006,0.353333,9.516667,16.286667,6.896667,1.95,8.216667,19.333332,9.646667,222,100,25,25
52.23,10.45,1.84390889145858,20,69,11,9999,9999,9999,9999,3,216.899994,247.100006,176.699997,182.600006,115.199997,187,182,165.5,1.95,8.216667,19.333332,9.646667,-4.976667,6.97,18.366667,9.583333,222,100,25,25
52.23,10.45,1.58113883008419,20,69,11,9999,9999,9999,9999,1,216.899994,247.100006,176.699997,182.600006,115.199997,187,182,165.5,1.95,8.216667,19.333332,9.646667,-4.976667,6.97,18.366667,9.583333,99,0,0,0
52.23,10.45,1.78885438199983,20,69,11,9999,9999,9999,9999,1,115.199997,187,182,165.5,160.699997,200.300003,199.600006,211.5,-4.976667,6.97,18.366667,9.583333,-2.203333,6.12,16.936666,8.093333,99,0,0,0
49,8.5,1.18949064729404,25,9999,9999,9999,1,0.1,6.2,2,246.800003,240.199997,163.100006,140.300003,203.699997,168.699997,189.800003,208.899994,2.976667,9.52,19.373333,10.043333,-1.28,9.91,19.129999,9.71,8,115,57.5,57.5
49,8.5,1.07636750229650,25,9999,9999,9999,1,0.1,6.2,2,246.800003,240.199997,163.100006,140.300003,203.699997,168.699997,189.800003,208.899994,2.976667,9.52,19.373333,10.043333,-1.28,9.91,19.129999,9.71,8,0,0,0
49,8.5,1.19807887887234,25,9999,9999,9999,1,0.1,6.2,2,246.800003,240.199997,163.100006,140.300003,203.699997,168.699997,189.800003,208.899994,2.976667,9.52,19.373333,10.043333,-1.28,9.91,19.129999,9.71,8,0,0,0
49,8.5,1.08111978984755,25,9999,9999,9999,1,0.1,6.2,2,246.800003,240.199997,163.100006,140.300003,203.699997,168.699997,189.800003,208.899994,2.976667,9.52,19.373333,10.043333,-1.28,9.91,19.129999,9.71,8,115,57.5,57.5
49,8.5,1.59458364471733,25,9999,9999,9999,1,0.1,6.2,1,203.699997,168.699997,189.800003,208.899994,216.100006,195.699997,145.5,136.300003,-1.28,9.91,19.129999,9.71,0.29,8.216667,18.790001,11.053333,8,0,0,0
49,8.5,1.59458364471733,25,9999,9999,9999,1,0.1,6.2,1,203.699997,168.699997,189.800003,208.899994,216.100006,195.699997,145.5,136.300003,-1.28,9.91,19.129999,9.71,0.29,8.216667,18.790001,11.053333,8,180,90,90
49,8.5,1.26062881134773,25,9999,9999,9999,1,0.1,6.2,1,203.699997,168.699997,189.800003,208.899994,216.100006,195.699997,145.5,136.300003,-1.28,9.91,19.129999,9.71,0.29,8.216667,18.790001,11.053333,8,0,0,0
49,8.5,1.55552659893684,25,9999,9999,9999,1,0.1,6.2,1,203.699997,168.699997,189.800003,208.899994,216.100006,195.699997,145.5,136.300003,-1.28,9.91,19.129999,9.71,0.29,8.216667,18.790001,11.053333,8,180,90,90
49,8.5,2.50289152781338,25,9999,9999,9999,1,0.1,6.2,2,216.100006,195.699997,145.5,136.300003,227.100006,249.600006,216.100006,261.399994,0.29,8.216667,18.790001,11.053333,0.893333,9.163333,19.903334,9.453333,8,0,0,0
49,8.5,2.48851300981128,25,9999,9999,9999,1,0.1,6.2,2,216.100006,195.699997,145.5,136.300003,227.100006,249.600006,216.100006,261.399994,0.29,8.216667,18.790001,11.053333,0.893333,9.163333,19.903334,9.453333,8,0,0,0
49,8.5,2.57158744747286,25,9999,9999,9999,1,0.1,6.2,2,216.100006,195.699997,145.5,136.300003,227.100006,249.600006,216.100006,261.399994,0.29,8.216667,18.790001,11.053333,0.893333,9.163333,19.903334,9.453333,8,170,85,85
49,8.5,2.75818491040757,25,9999,9999,9999,1,0.1,6.2,2,216.100006,195.699997,145.5,136.300003,227.100006,249.600006,216.100006,261.399994,0.29,8.216667,18.790001,11.053333,0.893333,9.163333,19.903334,9.453333,8,170,85,85
48.139999,11.57,0.894427190999916,22,62,16,1.56,1.8,0.17,5.5,0,364.799988,360.399994,437.100006,302.899994,366.600006,450.600006,378.200012,237.800003,0.11,8.07,16.266666,7.283333,0.73,8.036667,18.540001,9.956667,99,0,0,0
48.139999,11.57,1.55402702679201,22,62,16,1.56,1.8,0.17,5.5,0,364.799988,360.399994,437.100006,302.899994,366.600006,450.600006,378.200012,237.800003,0.11,8.07,16.266666,7.283333,0.73,8.036667,18.540001,9.956667,99,0,0,0
48.139999,11.57,1.97484176581315,22,62,16,1.56,1.8,0.17,5.5,0,364.799988,360.399994,437.100006,302.899994,366.600006,450.600006,378.200012,237.800003,0.11,8.07,16.266666,7.283333,0.73,8.036667,18.540001,9.956667,99,0,0,0
48.139999,11.57,1.34164078649987,23,61,16,1.3,1.8,0.17,5.5,2,364.799988,360.399994,437.100006,302.899994,366.600006,450.600006,378.200012,237.800003,0.11,8.07,16.266666,7.283333,0.73,8.036667,18.540001,9.956667,222,100,25,25
48.139999,11.57,1.99749843554382,23,61,16,1.3,1.8,0.17,5.5,2,364.799988,360.399994,437.100006,302.899994,366.600006,450.600006,378.200012,237.800003,0.11,8.07,16.266666,7.283333,0.73,8.036667,18.540001,9.956667,222,100,25,25
48.139999,11.57,2.36643191323985,22,62,16,1.3,1.8,0.17,5.5,2,364.799988,360.399994,437.100006,302.899994,366.600006,450.600006,378.200012,237.800003,0.11,8.07,16.266666,7.283333,0.73,8.036667,18.540001,9.956667,222,100,25,25
48.299999,11.21,1.20415945787923,20,40,40,9999,1.6,0.17,5.8,2,315,356.600006,311,211.699997,168.899994,375.100006,429.399994,240.899994,1.19,8.563333,19.76,10.47,-2.17,6.97,17.836666,8.803333,8,90,45,45
48.299999,11.21,2.13775583264320,20,40,40,9999,1.6,0.17,5.8,2,168.899994,375.100006,429.399994,240.899994,159.600006,252.5,403.100006,288.200012,-2.17,6.97,17.836666,8.803333,-0.76,7.12,17.370001,7.903333,8,90,45,45
48.299999,11.21,1.52315462117278,20,40,40,9999,1.6,0.17,5.8,2,315,356.600006,311,211.699997,168.899994,375.100006,429.399994,240.899994,1.19,8.563333,19.76,10.47,-2.17,6.97,17.836666,8.803333,8,180,90,90
48.299999,11.21,2.19089023002066,20,40,40,9999,1.6,0.17,5.8,2,168.899994,375.100006,429.399994,240.899994,159.600006,252.5,403.100006,288.200012,-2.17,6.97,17.836666,8.803333,-0.76,7.12,17.370001,7.903333,8,180,90,90
48.299999,11.21,2.20907220343745,20,40,40,9999,1.6,0.17,5.8,1,315,356.600006,311,211.699997,168.899994,375.100006,429.399994,240.899994,1.19,8.563333,19.76,10.47,-2.17,6.97,17.836666,8.803333,8,50,25,25
48.299999,11.21,2.37697286480094,20,40,40,9999,1.6,0.17,5.8,1,168.899994,375.100006,429.399994,240.899994,159.600006,252.5,403.100006,288.200012,-2.17,6.97,17.836666,8.803333,-0.76,7.12,17.370001,7.903333,8,50,25,25
48.299999,11.21,1.33041346956501,20,40,40,9999,1.6,0.17,5.8,2,168.899994,375.100006,429.399994,240.899994,159.600006,252.5,403.100006,288.200012,-2.17,6.97,17.836666,8.803333,-0.76,7.12,17.370001,7.903333,8,65,32.5,32.5
48.299999,11.21,1.65529453572468,20,40,40,9999,1.6,0.17,5.8,2,168.899994,375.100006,429.399994,240.899994,159.600006,252.5,403.100006,288.200012,-2.17,6.97,17.836666,8.803333,-0.76,7.12,17.370001,7.903333,8,130,65,65
48.299999,11.21,2.20227155455452,20,40,40,9999,1.6,0.17,5.8,1,315,356.600006,311,211.699997,168.899994,375.100006,429.399994,240.899994,1.19,8.563333,19.76,10.47,-2.17,6.97,17.836666,8.803333,8,150,75,75
48.299999,11.21,2.93938769133981,20,40,40,9999,1.6,0.17,5.8,1,168.899994,375.100006,429.399994,240.899994,159.600006,252.5,403.100006,288.200012,-2.17,6.97,17.836666,8.803333,-0.76,7.12,17.370001,7.903333,8,150,75,75
